ServerInstance;Enabled;Environment;Description;CollectJobs;CollectDatabases;CollectBackup;CollectCapacity;CollectHA;CollectMaintenance;CollectPatch;CollectConfig;CollectSecurity
localhost;1;PROD;Produkcja;1;1;1;1;1;1;1;1;1
