"(PDH-CSV 4.0) (Pacific Standard Time)(480)","\\mia-sql\processor(_total)\% processor time","\\mia-sql\logicaldisk(_total)\disk reads/sec","\\mia-sql\logicaldisk(_total)\disk writes/sec","\\mia-sql\sqlserver:databases(_total)\log bytes flushed/sec"
"01/03/2018 07:50:53.573","26.153264468790894","0","14.769635048225812","613534.57847264642"
"01/03/2018 07:50:54.589","26.924149002023256","0","13.783847221412696","544422.58282516885"
"01/03/2018 07:50:55.604","26.53760309535166","0","11.815527710514058","483964.01502265583"
"01/03/2018 07:50:56.604","30.078493591833322","0","11.999464823868855","614372.59898208536"
"12/19/2017 15:50:56.366"," ","0","192.99041103511294","468848.54142081313"
"12/19/2017 15:50:57.382","25.379935214152017","0","11.815734797407904","604965.62162728468"
"12/19/2017 15:50:58.382","28.908617343042476","1.00000280000784","14.000039200109759","554497.55259314727"
"12/19/2017 15:50:59.382","28.518879539093021","0","71.994506819129711","552917.81237091613"
"12/19/2017 15:51:00.397","34.225800410064245","0","297.27648475084834","544311.27486036124"
"01/03/2018 07:51:02.665","99.999941122753697","0","36.443407131561095","484126.03981905163"
"01/03/2018 07:51:03.680","28.074010239233825","0","12.800037809342452","464298.72531315783"
"01/03/2018 07:51:04.680","26.565202400551659","0","10.999653510914406","552942.58230865735"
"01/03/2018 07:51:05.680","23.830389854382339","0","58.996141652335936","699346.26275441586"
"01/03/2018 07:51:06.696","27.303073258862788","0","13.785241107313277","483980.12207618728"
"12/19/2017 15:51:56.429"," ","0","165.99827361795437","491514.8882451622"
"12/19/2017 15:51:57.429","26.174217659878419","0","9.0006714500901772","430112.08636164258"
"12/19/2017 15:51:58.445","28.845920567266393","0","10.83034268188822","514689.39069476648"
"12/19/2017 15:51:59.476","26.891637613632657","0","16.485403193688068","655382.05261306732"
"12/19/2017 15:52:00.476","26.565995458616165","0","18.998637797669907","504795.80614069977"
"01/03/2018 07:51:12.766","99.999943278325276","0","156.55877895968169","423476.72738981072"
"01/03/2018 07:51:13.781","56.921694175734281","1.9637975878477851","479.16661143485953","482622.89518947166"
"01/03/2018 07:51:14.797","94.615486937700538","0","514.08766673331854","360977.67136108672"
"01/03/2018 07:51:15.859","70.220287436360536","5.6918171306430452","425.93764860978786","607127.16060192476"
"01/03/2018 07:51:16.859","60.937691405312108","0","305.008204720707","430091.56946321856"
"12/19/2017 15:51:56.554"," ","0","23.997744212044068","430039.57627982966"
"12/19/2017 15:51:57.570","50.76674395959644","0","210.73429281116395","452759.67388572765"
"12/19/2017 15:51:58.601","37.120913350279196","0.96959664876371099","172.58820347994057","7446.5022625053007"
"12/19/2017 15:51:59.601","59.375032499973997","0","67.007665676953437","566336.78892865346"
"12/19/2017 15:52:00.601","57.03131015616578","0","94.991393779723552","430041.03828193166"
"01/03/2018 07:51:22.922","99.999965474036529","0","60.037963677622514","423297.17079462117"
"01/03/2018 07:51:23.953","58.712098034878665","0","36.86722501755559","317911.90246717411"
"01/03/2018 07:51:24.969","56.538798955922061","0","53.170115519953029","423470.4311633592"
"01/03/2018 07:51:25.984","58.845753558188882","0","58.082156718456595","423389.38917752221"
"01/03/2018 07:51:26.984","60.937613280921489","0","234.99849600962554","499196.8051404471"
"12/19/2017 15:51:56.664"," ","0","40.99499861016956","368595.03140616848"
"12/19/2017 15:51:57.680","56.153012926177951","0","62.047557581610754","484593.39447611273"
"12/19/2017 15:51:58.711","67.044995916549837","0","334.5588855639877","357483.44224437227"
"12/19/2017 15:51:59.711","59.765662187470248","0","82.982092464446168","694122.20842742128"
"12/19/2017 15:52:00.727","60.76919600470292","0","47.264046800859141","423485.8593356979"
"01/03/2018 07:51:33.047","99.999969790020359","0","73.990973101281654","368595.03140616848"
"01/03/2018 07:51:34.063","57.306699527324447","0","65.972907388611148","521292.31275805744"
"01/03/2018 07:51:35.094","59.090889256188731","0","58.193888652395394","417133.79386037024"
"01/03/2018 07:51:36.094","53.126349961121122","0","77.997823860714277","552944.57284641755"
"01/03/2018 07:51:37.110","30.38491504725198","0","361.353810574394","423463.34292053239"
"12/19/2017 15:51:56.774"," ","0","677.97199975641013","389103.93000769074"
"12/19/2017 15:51:57.789","29.228114305137254","0","354.47640683808623","362983.8406022003"
"12/19/2017 15:51:58.789","33.984967533788947","1.0000077000592904","325.0025025192694","430083.31164149969"
"12/19/2017 15:51:59.805","32.305512753493701","0","320.99646756187917","666979.4577030536"
"12/19/2017 15:52:00.805","32.81596669611848","0","309.98149410480193","368617.99350578769"
"01/03/2018 07:51:43.157","99.999950986233458","0","218.58879076680947","423471.47357202444"
"01/03/2018 07:51:44.173","28.074888425143772","0","350.52159286857909","423461.59174415306"
"01/03/2018 07:51:45.173","31.253602311238893","0","194.98153524861195","387035.34775256785"
"01/03/2018 07:51:46.188","27.688534146274215","0","17.724673779840842","605002.19835190068"
"01/03/2018 07:51:47.188","28.125158124652128","0","8.9998092040448743","430070.88249729108"
"12/19/2017 15:51:56.836"," ","0","18.998894264353815","554463.7302109017"
"12/19/2017 15:51:57.852","26.925846995584656","0","9.8456458714154724","423441.53763783659"
"12/19/2017 15:51:58.867","28.458185461787554","0","12.800383145006876","362979.48019810265"
"12/19/2017 15:51:59.883","27.698038457013375","0","13.783243336958655","544398.73111461836"
"12/19/2017 15:52:00.898","28.070707004065731","0","10.833104114698541","383216.13391922694"
"01/03/2018 07:51:53.239","99.999944821423085","0","57.995348773028404","307175.36453576427"
"01/03/2018 07:51:54.270","31.059710254659311","0.96975141683106381","250.19586554241448","417070.68935070391"
"01/03/2018 07:51:55.270","26.95558890109514","1.0000087000756905","16.000139201211049","432131.75954630802"
"01/03/2018 07:51:56.285","25.767064892876125","0","20.674893502146791","423421.81892396632"
"01/03/2018 07:51:57.301","28.461397585521397","0","11.816331667099275","423497.32694883802"
"12/19/2017 15:51:56.929"," ","0.99992460568473129","24.998115142118284","386018.89417537913"
"12/19/2017 15:51:57.929","26.562859841986775","0","12.000328809009368","385546.56397585291"
"12/19/2017 15:51:58.945","29.229730976483992","0","10.830729773587533","354901.35322091629"
"12/19/2017 15:51:59.960","30.384583043774249","0","178.22986236420437","604996.83666611684"
"12/19/2017 15:52:00.961","29.726747611459004","0","198.79331459081993","429633.31024733587"
"01/03/2018 07:52:03.347","99.999942355798225","0","13.796691947462197","453603.6959366771"
"01/03/2018 07:52:04.364","25.888737895458281","0","10.7964427880302","301515.20222571614"
"01/03/2018 07:52:05.393","26.396064808856799","0","47.652951142401704","360497.49291988986"
"01/03/2018 07:52:06.400","26.262204769391641","0","9.939030014280398","488523.20326191006"
"01/03/2018 07:52:07.440","32.414455083403801","0","159.55864924183692","295279.62076561624"
"12/19/2017 15:52:57.071"," ","0","12.000342009747278","382986.9151270811"
"12/19/2017 15:52:58.086","26.152588248395514","0","7.8768680115565477","362966.07797252573"
"12/19/2017 15:52:59.102","28.845570267362707","0","8.8614930906938376","302472.29749568301"
"12/19/2017 15:53:00.102","27.345617217637507","0","87.994209980983257","591321.09107220743"
"12/19/2017 15:53:01.118","27.308596362659642","0","23.631227603873274","362975.65599549352"
"01/03/2018 07:52:13.502","99.999945744489111","0","242.09453102549668","302322.92654891295"
"01/03/2018 07:52:14.518","76.921538548341886","0","284.82546190341588","241374.84661166719"
"01/03/2018 07:52:15.549","87.49998909089534","0.97052289055879204","350.35876349172395","298144.63197966095"
"01/03/2018 07:52:16.627","96.376807225367557","1.8588597531211184","467.50322790996131","394970.52034317527"
"12/19/2017 15:52:56.242"," ","0","287.98300900246886","368618.25152316014"
"12/19/2017 15:52:57.260","50.889402738524772","0","30.449781581752209","422446.51815096743"
"12/19/2017 15:52:58.273","50.649024548359613","0","361.15852550223241","363763.60339110094"
"12/19/2017 15:52:59.289","56.537784756401898","0","132.93288041623944","433073.66126004024"
"12/19/2017 15:53:00.289","50.001449957951216","0","62.014697483303543","368727.38839104871"
"01/03/2018 07:52:22.706","99.999964857504125","0","66.90054061454255","357423.41003108647"
"01/03/2018 07:52:23.721","56.152676172331596","0","71.857006525698964","368915.84018804878"
"01/03/2018 07:52:24.753","57.202585416195618","0","65.954238039902123","378903.21787817654"
"01/03/2018 07:52:25.768","56.917290848956846","0","65.977377046726559","302511.19744409551"
"01/03/2018 07:52:26.768","58.984370000000006","0","39.990522246227641","614254.42170205654"
"12/19/2017 15:52:56.378"," ","0","211.59953204025351","241873.02788005909"
"12/19/2017 15:52:57.393","60.374284945803957","0","199.01285682167796","318294.46375788684"
"12/19/2017 15:52:58.409","55.768537740697901","0","52.182195415232933","362951.7833560654"
"12/19/2017 15:52:59.440","59.117046430340345","0","30.033105201220351","297618.38444564166"
"12/19/2017 15:53:00.487","57.809145938733323","0","46.850418469850034","293723.43987628428"
"01/03/2018 07:52:32.926","99.999965474312219","0","37.822238195921905","178753.71651980325"
"01/03/2018 07:52:33.942","59.615705748886505","0","38.387277629390717","302373.6330192007"
"01/03/2018 07:52:34.988","55.596811868062716","0","30.573384722097487","234803.59466570872"
"01/03/2018 07:52:36.020","56.440233886373115","0","41.703193329894269","288004.19281966053"
"01/03/2018 07:52:37.035","55.390158534885316","0","34.451250152200707","302383.54419303016"
"12/19/2017 15:52:56.649"," ","0","45.587485439890614","297967.56440711487"
"12/19/2017 15:52:57.649","58.5937955468249","0","33.978532363252896","368407.2403055749"
"12/19/2017 15:52:58.649","53.516517834509358","0","81.044193398660283","443633.91357307136"
"12/19/2017 15:52:59.665","54.999113336473002","0","59.079098642007843","362981.9820564962"
"12/19/2017 15:53:00.665","58.20442984223191","0","112.99628242230831","430065.8508335076"
"01/03/2018 07:52:43.079","99.999950677977168","0","215.00623518082023","307208.90905836265"
"01/03/2018 07:52:44.095","35.769194224834081","0.98459987338045629","549.40672934629458","355401.17029540951"
"01/03/2018 07:52:45.126","30.300691785634704","0.96921407787324965","386.71641707142663","363245.92896164802"
"01/03/2018 07:52:46.126","28.909015439299413","0","384.19763126152094","430301.34701290342"
"01/03/2018 07:52:47.126","30.861398847153666","0","327.93595410816272","368568.01866595459"
"12/19/2017 15:52:56.696"," ","0","282.65466503797177","409449.41136427358"
"12/19/2017 15:52:57.712","40.386383095365431","0","538.45514757214801","302401.13589426671"
"12/19/2017 15:52:58.727","35.385238867356648","0","280.65020251127771","363013.65141669271"
"12/19/2017 15:52:59.744","33.930897938958694","0","350.10758432355919","483384.49395144888"
"12/19/2017 15:53:00.758","27.600234794595146","0","50.271594754957519","363374.9154993635"
"01/03/2018 07:52:53.228","99.999942047082996","0","11.818015560190187","364562.14400074683"
"01/03/2018 07:52:54.228","26.174449129170306","0","7.9992416718895045","307170.88020055695"
"01/03/2018 07:52:55.243","26.151308485578973","0","18.706323810600242","362942.06365998281"
"01/03/2018 07:52:56.243","25.393052186498721","0","17.001008159783876","430105.50525646168"
"01/03/2018 07:52:57.259","26.92052251426388","0","22.639771798974969","526156.17131141271"
"12/19/2017 15:52:56.789"," ","0","311.10674072274196","368766.52379431383"
"12/19/2017 15:52:57.789","25.781287109356445","0","6.9994729396876414","307176.8695817205"
"12/19/2017 15:52:58.805","27.68979441205439","0","12.801124293205614","423500.57969399006"
"12/19/2017 15:52:59.805","30.082786486419998","0","11.998213466014912","329166.98703563045"
"12/19/2017 15:53:00.836","26.512757167166857","0","9.6984763111806558","357524.63073536369"
"01/03/2018 07:53:03.300","99.99994173927837","0","10.000110001210013","368644.05508460593"
"01/03/2018 07:53:04.300","26.1727363962578","0","6.9995814250307831","307181.6305384938"
"01/03/2018 07:53:05.300","26.563506079966704","0","14.999865001214991","431100.12009891914"
"01/03/2018 07:53:06.316","24.995394179010312","0","49.231307291087688","573698.33161991974"
"01/03/2018 07:53:07.331","27.310023310023311","0","9.8465358311500264","362982.69687951461"
"12/19/2017 15:52:56.878"," ","0","7.8768176002763193","362963.75502073276"
"12/19/2017 15:52:57.894","25.768684985372449","0","8.8598678993696218","378525.05841360131"
"12/19/2017 15:52:58.909","25.381096127512127","0","7.8786941103905503","302541.85383899714"
"12/19/2017 15:52:59.909","28.910024877678996","0","14.99721501717131","430000.1489723358"
"12/19/2017 15:53:00.925","29.999862153574707","0","146.72933420727557","363022.15947765147"
"01/03/2018 07:53:13.421","99.999941431488239","0","123.07300897655145","535865.78858833585"
"01/03/2018 07:53:14.421","27.735883093631653","0","102.98856826892215","307165.9045845911"
"01/03/2018 07:53:15.437","24.998658437629761","0","27.572320226502672","363009.2902963552"
"01/03/2018 07:53:16.437","26.566347923368816","1.0000407016565573","22.000895436444264","430097.50496845221"
"01/03/2018 07:53:17.453","27.306773914962225","0","16.738745015546357","302478.96875152003"
"12/19/2017 15:52:56.962"," ","0","7.8647823696746579","357879.05694967567"
"12/19/2017 15:52:57.977","30.73215606157299","0","255.3593922170401","302881.87370299117"
"12/19/2017 15:52:58.993","27.687544415233354","0","76.8079483228246","423507.21044462058"
"12/19/2017 15:53:00.008","33.846127791705719","0","10.828611238484017","522167.44695014128"
"12/19/2017 15:53:01.008","30.080115724713419","0","53.961687202086516","306982.04274964775"
"01/03/2018 07:53:23.533","99.999940815445953","0","10.821422718022648","362655.3882519881"
"01/03/2018 07:53:24.549","26.156972554023561","0","14.796779549982585","366170.97126356902"
"01/03/2018 07:53:25.564","24.999448611367114","0","13.784474231599251","423459.04839472903"
"01/03/2018 07:53:26.580","26.153518957130149","0","11.815118211734598","431519.62407444546"
"01/03/2018 07:53:27.595","27.693496633704584","0","165.40558039045956","362947.10211392265"
"12/19/2017 15:52:57.071"," ","0","113.98797426871464","27133.137453998599"
"12/19/2017 15:52:58.102","22.72370584087081","0.96972950559116944","227.88643381392481","259670.28808918098"
"12/19/2017 15:52:59.102","26.564666342342903","0","13.001188308611406","307228.08064657106"
"12/19/2017 15:53:00.118","29.22810733656641","0","50.219300793720976","387700.87966490531"
"12/19/2017 15:53:01.133","27.692371767990554","0","36.429642938300788","362957.39385878929"
"01/03/2018 07:53:33.656","99.999943590170915","0","6.9989648530982267","307154.57183882507"
"01/03/2018 07:53:34.671","26.535201559699871","0","11.816539945764051","363004.10713387164"
"01/03/2018 07:53:35.687","26.922378975582582","0","15.754922724073406","362993.41956265125"
"01/03/2018 07:53:36.687","25.781420702732383","0","11.000580830667859","509978.92688733962"
"01/03/2018 07:53:37.687","27.734777458723979","0","59.99932200766132","307196.52867922594"
"12/19/2017 15:52:57.118"," ","0","268.98843349735961","307186.79096798837"
"12/19/2017 15:52:58.133","26.536026201088347","0","10.830273370868435","469821.19710949849"
"12/19/2017 15:52:59.133","25.785272438233854","0","16.998215187405322","368601.29686382931"
"12/19/2017 15:53:00.149","26.918896234211655","0","8.8630935663000745","423537.6978882596"
"12/19/2017 15:53:01.149","28.906854291738515","0","95.991600734935687","307173.12235179421"
"01/03/2018 07:53:43.733","99.999941741130797","0","11.815062373191152","362958.71610443218"
"01/03/2018 07:53:44.749","26.92131404031408","0","9.8471214697577185","307545.29774347309"
"01/03/2018 07:53:45.749","31.252303047847896","0","93.996268348146572","476653.07687284809"
"01/03/2018 07:53:46.749","26.562955309677083","0","11.999283642766526","434150.08124014997"
